"15",1,127087.683783132,476511.769733597,1,25
"6",26,118529.541141092,490045.490442415,1,25
"12",29,117792.151640952,490346.844523567,1,25
"11",31,109622.829879814,478464.015819345,1,25
"10",34,133314.203626469,500373.65892487,1,25
"5",35,115906.554244325,472906.148802182,1,25
"20",38,114646.449343121,484056.096280798,1,25
"22",42,113935.640894121,486024.248380247,1,25
"9",51,127047.773123477,486205.546908806,1,25
"7",66,119329.795303564,494065.543190093,1,25
"4",73,114270.686054606,474343.3324347,1,25
"25",76,125477.39043989,496827.813704003,1,25
"1",82,111999.343883503,484403.654361347,1,25
"2",95,114954.442638653,481837.975944581,1,25
"14",100,119534.684640223,490019.290088888,1,25
"17",101,110903.471553508,478831.01138918,1,25
"23",102,112521.245251783,477252.532653036,1,25
"8",106,127505.286378831,482717.005795681,1,25
"19",116,119918.123873147,491751.45960074,1,25
"13",123,118314.528996843,507054.973913548,1,25
"24",125,105873.41679716,508217.716990535,1,25
"3",130,98056.4469998755,479362.282266363,1,25
"16",133,100298.627262813,478270.87028761,1,25
"18",137,98973.1085299455,474291.607941603,1,25
"21",139,140736.816994421,484411.291487574,1,25
"64",1,127087.683783132,476511.769733597,1,75
"72",3,123654.055853139,468805.812474085,1,75
"13",8,141360.298745544,486245.159463235,1,75
"9",12,117432.643080117,471666.113222507,1,75
"49",16,123447.055488267,482204.036853937,1,75
"58",19,123451.339757404,482843.959322416,1,75
"53",20,117516.247343052,493043.10177604,1,75
"10",22,103386.486079639,483071.121196542,1,75
"25",24,114331.587060385,489612.143951512,1,75
"8",26,118529.541141092,490045.490442415,1,75
"30",27,107658.173234651,477595.822399579,1,75
"34",30,105365.080419377,502140.737578962,1,75
"1",32,106438.409998584,484878.815975688,1,75
"67",33,140344.141760868,475621.497180685,1,75
"27",34,133314.203626469,500373.65892487,1,75
"15",35,115906.554244325,472906.148802182,1,75
"2",36,100729.218438154,497591.277113523,1,75
"22",37,118015.845120454,494594.292636184,1,75
"43",38,114646.449343121,484056.096280798,1,75
"20",39,128446.317614032,493852.858672241,1,75
"52",40,114173.892263218,482731.610100953,1,75
"36",42,113935.640894121,486024.248380247,1,75
"46",51,127047.773123477,486205.546908806,1,75
"59",54,108909.146117727,479005.565753185,1,75
"69",55,123536.592779772,488606.474021427,1,75
"38",56,138444.351126558,469483.890296895,1,75
"55",57,112519.208087074,484596.376393947,1,75
"57",59,117548.877046994,477554.341846472,1,75
"42",60,118032.737338037,483974.984299175,1,75
"63",62,114653.39417913,483261.652906023,1,75
"4",64,120407.708518761,493360.370807008,1,75
"19",65,114928.33086532,500911.286080774,1,75
"60",68,116544.255293703,497963.481559575,1,75
"39",69,113137.921590589,473097.950482553,1,75
"62",70,125442.675094021,493069.375370394,1,75
"28",72,136252.263399402,468993.816657631,1,75
"35",76,125477.39043989,496827.813704003,1,75
"33",77,107728.701290095,480880.402830725,1,75
"48",78,134132.399918389,501710.726740226,1,75
"12",79,140924.607992739,471234.628214462,1,75
"70",82,111999.343883503,484403.654361347,1,75
"32",83,141487.681283209,470467.877747746,1,75
"21",86,140161.304624905,472431.271120614,1,75
"5",87,125020.222921789,483277.438122896,1,75
"17",88,112618.668358459,500073.540005055,1,75
"23",91,129423.629685902,483622.566838713,1,75
"11",94,115908.660843936,495422.407727273,1,75
"29",95,114954.442638653,481837.975944581,1,75
"40",97,131728.787634597,476037.225762135,1,75
"61",98,106504.866131806,498135.764169643,1,75
"6",100,119534.684640223,490019.290088888,1,75
"74",103,112079.344472427,478290.933147281,1,75
"18",105,104096.237666222,475469.242719389,1,75
"31",107,113741.548890262,471566.087953833,1,75
"44",108,116173.734899526,495609.639775515,1,75
"51",109,126475.165218304,482668.57969357,1,75
"47",110,116454.135288301,477803.84781145,1,75
"68",111,112954.042249338,482993.985453954,1,75
"45",113,121917.655236987,489519.123708139,1,75
"14",117,121316.970889221,490552.702185769,1,75
"16",119,117014.612825771,489444.25502868,1,75
"26",122,118004.706555286,506948.315000927,1,75
"71",123,118314.528996843,507054.973913548,1,75
"50",124,106786.632677233,505685.482190475,1,75
"24",125,105873.41679716,508217.716990535,1,75
"75",126,142342.647671766,486080.664984382,1,75
"3",128,140570.896295636,486287.813260616,1,75
"65",129,98460.961649507,478076.624832763,1,75
"73",130,98056.4469998755,479362.282266363,1,75
"54",132,102716.132901692,468813.29317135,1,75
"7",134,98971.835573516,476111.107772536,1,75
"37",136,100415.196497987,479516.579268356,1,75
"56",137,98973.1085299455,474291.607941603,1,75
"66",138,106723.74295362,470972.439743486,1,75
"41",139,140736.816994421,484411.291487574,1,75
"34",1,127087.683783132,476511.769733597,1,90
"16",5,128994.434539397,470188.444603838,1,90
"42",7,141028.611128121,486089.865929827,1,90
"32",8,141360.298745544,486245.159463235,1,90
"5",10,140714.988815725,484867.003133888,1,90
"40",12,117432.643080117,471666.113222507,1,90
"37",13,104213.662608683,498153.993306015,1,90
"43",14,109930.703787285,478751.578185408,1,90
"36",19,123451.339757404,482843.959322416,1,90
"25",20,117516.247343052,493043.10177604,1,90
"21",21,113217.638790819,474647.127432,1,90
"44",23,131023.302966395,497888.828831404,1,90
"10",25,108362.289343443,502223.870928836,1,90
"9",27,107658.173234651,477595.822399579,1,90
"11",29,117792.151640952,490346.844523567,1,90
"48",30,105365.080419377,502140.737578962,1,90
"22",31,109622.829879814,478464.015819345,1,90
"1",33,140344.141760868,475621.497180685,1,90
"41",34,133314.203626469,500373.65892487,1,90
"8",45,113924.678775313,475971.087582647,1,90
"6",46,115157.380936204,475002.932179069,1,90
"23",47,108323.284373489,476964.792057724,1,90
"31",52,124354.291828059,488813.644883332,1,90
"26",53,124496.159448887,479380.743814119,1,90
"33",54,108909.146117727,479005.565753185,1,90
"2",57,112519.208087074,484596.376393947,1,90
"24",58,121575.597018533,478548.013226223,1,90
"17",59,117548.877046994,477554.341846472,1,90
"38",61,116364.668287352,474672.234193152,1,90
"29",63,115905.107208913,494234.530785097,1,90
"39",64,120407.708518761,493360.370807008,1,90
"13",70,125442.675094021,493069.375370394,1,90
"12",72,136252.263399402,468993.816657631,1,90
"3",76,125477.39043989,496827.813704003,1,90
"18",81,113313.386259363,501741.47372843,1,90
"49",83,141487.681283209,470467.877747746,1,90
"14",85,136803.453368124,475487.853626372,1,90
"4",95,114954.442638653,481837.975944581,1,90
"7",96,138160.757142983,467512.280585083,1,90
"15",97,131728.787634597,476037.225762135,1,90
"30",98,106504.866131806,498135.764169643,1,90
"45",99,110736.061783081,477321.249298033,1,90
"35",101,110903.471553508,478831.01138918,1,90
"20",102,112521.245251783,477252.532653036,1,90
"28",109,126475.165218304,482668.57969357,1,90
"46",124,106786.632677233,505685.482190475,1,90
"47",126,142342.647671766,486080.664984382,1,90
"27",133,100298.627262813,478270.87028761,1,90
"19",139,140736.816994421,484411.291487574,1,90
